audit_id,transaction_id,event_type,timestamp,from_state,to_state,proposed_action,final_action,policy_note,reason,policy_version,actor,correlation_id
AUD_20260903104115950327,TXN0024,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.950327+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0024
AUD_20260903104115951958,TXN0025,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.951958+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0025
AUD_20260903104115953219,TXN0026,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.953219+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0026
AUD_20260903104115954494,TXN0027,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.954494+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0027
AUD_20260903104115955523,TXN0028,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.955523+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0028
AUD_20260903104115956312,TXN0029,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.956312+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0029
AUD_20260903104115957428,TXN0030,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.957428+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0030
AUD_20260903104115958207,TXN0031,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.958207+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0031
AUD_20260903104115959056,TXN0032,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.959056+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0032
AUD_20260903104115959903,TXN0033,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.959903+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0033
AUD_20260903104115961455,TXN0034,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.961455+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0034
AUD_20260903104115962223,TXN0035,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.962223+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0035
AUD_20260903104115962968,TXN0036,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.962968+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0036
AUD_20260903104115963757,TXN0037,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.963757+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0037
AUD_20260903104115964577,TXN0038,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.964577+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0038
AUD_20260903104115965397,TXN0039,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.965397+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0039
AUD_20260903104115966288,TXN0040,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.966288+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0040
AUD_20260903104115967741,TXN0041,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.967741+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0041
AUD_20260903104115968614,TXN0042,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.968614+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0042
AUD_20260903104115969444,TXN0043,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.969444+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0043
AUD_20260903104115970293,TXN0044,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.970293+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0044
AUD_20260903104115971113,TXN0045,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.971113+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0045
AUD_20260903104115971996,TXN0046,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.971996+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0046
AUD_20260903104115972843,TXN0047,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.972843+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0047
AUD_20260903104115973677,TXN0048,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.973677+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0048
AUD_20260903104115974502,TXN0049,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.974502+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0049
AUD_20260903104115975308,TXN0050,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.975308+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0050
AUD_20260903104115976142,TXN0051,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.976142+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0051
AUD_20260903104115976981,TXN0052,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.976981+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0052
AUD_20260903104115977848,TXN0053,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.977848+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0053
AUD_20260903104115978704,TXN0054,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.978704+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0054
AUD_20260903104115979534,TXN0055,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.979534+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0055
AUD_20260903104115980357,TXN0056,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.980357+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0056
AUD_20260903104115981170,TXN0057,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.981170+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0057
AUD_20260903104115982195,TXN0058,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.982195+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0058
AUD_20260903104115983173,TXN0059,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.983173+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0059
AUD_20260903104115984039,TXN0060,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.984039+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0060
AUD_20260903104115984873,TXN0061,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.984873+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0061
AUD_20260903104115985682,TXN0062,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.985682+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0062
AUD_20260903104115986541,TXN0063,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.986541+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0063
AUD_20260903104115987391,TXN0064,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.987391+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0064
AUD_20260903104115988222,TXN0065,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.988222+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0065
AUD_20260903104115989059,TXN0066,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.989059+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0066
AUD_20260903104115989938,TXN0067,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.989938+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0067
AUD_20260903104115990817,TXN0068,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.990817+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0068
AUD_20260903104115991698,TXN0069,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.991698+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0069
AUD_20260903104115992611,TXN0070,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.992611+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0070
AUD_20260903104115993657,TXN0071,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.993657+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0071
AUD_20260903104115994582,TXN0072,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.994582+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0072
AUD_20260903104115995500,TXN0073,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.995500+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0073
AUD_20260903104115996444,TXN0074,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.996444+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0074
AUD_20260903104115997380,TXN0075,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.997380+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0075
AUD_20260903104115998607,TXN0076,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.998607+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0076
AUD_20260903104115999628,TXN0077,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:15.999628+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0077
AUD_20260903104116000586,TXN0078,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.000586+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0078
AUD_20260903104116001498,TXN0079,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.001498+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0079
AUD_20260903104116002468,TXN0080,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.002468+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0080
AUD_20260903104116003448,TXN0081,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.003448+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0081
AUD_20260903104116004552,TXN0082,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.004552+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0082
AUD_20260903104116005588,TXN0083,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.005588+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0083
AUD_20260903104116006596,TXN0084,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.006596+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0084
AUD_20260903104116007503,TXN0085,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.007503+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0085
AUD_20260903104116008457,TXN0086,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.008457+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0086
AUD_20260903104116009390,TXN0087,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.009390+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0087
AUD_20260903104116010346,TXN0088,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.010346+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0088
AUD_20260903104116011245,TXN0089,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.011245+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0089
AUD_20260903104116012161,TXN0090,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.012161+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0090
AUD_20260903104116013287,TXN0091,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.013287+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0091
AUD_20260903104116014562,TXN0092,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.014562+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0092
AUD_20260903104116015763,TXN0093,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.015763+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0093
AUD_20260903104116017363,TXN0094,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.017363+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0094
AUD_20260903104116018385,TXN0095,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.018385+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0095
AUD_20260903104116019333,TXN0096,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.019333+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0096
AUD_20260903104116020303,TXN0097,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.020303+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0097
AUD_20260903104116021378,TXN0098,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.021378+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0098
AUD_20260903104116022399,TXN0099,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.022399+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0099
AUD_20260903104116023414,TXN0100,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.023414+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0100
AUD_20260903104116024461,TXN0101,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.024461+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0101
AUD_20260903104116025487,TXN0102,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.025487+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0102
AUD_20260903104116026535,TXN0103,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.026535+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0103
AUD_20260903104116027549,TXN0104,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.027549+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0104
AUD_20260903104116028659,TXN0105,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.028659+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0105
AUD_20260903104116030013,TXN0106,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.030013+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0106
AUD_20260903104116031407,TXN0107,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.031407+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0107
AUD_20260903104116032802,TXN0108,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.032802+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0108
AUD_20260903104116034010,TXN0109,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.034010+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0109
AUD_20260903104116035149,TXN0110,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.035149+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0110
AUD_20260903104116036345,TXN0111,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.036345+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0111
AUD_20260903104116037516,TXN0112,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.037516+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0112
AUD_20260903104116038673,TXN0113,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.038673+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0113
AUD_20260903104116039807,TXN0114,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.039807+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0114
AUD_20260903104116041084,TXN0115,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.041084+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0115
AUD_20260903104116042226,TXN0116,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.042226+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0116
AUD_20260903104116043347,TXN0117,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.043347+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0117
AUD_20260903104116044726,TXN0118,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.044726+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0118
AUD_20260903104116046432,TXN0119,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.046432+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0119
AUD_20260903104116048031,TXN0120,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.048031+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0120
AUD_20260903104116049382,TXN0121,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.049382+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0121
AUD_20260903104116050833,TXN0122,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.050833+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0122
AUD_20260903104116052354,TXN0123,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.052354+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0123
AUD_20260903104116053615,TXN0124,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.053615+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0124
AUD_20260903104116054713,TXN0125,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.054713+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0125
AUD_20260903104116055795,TXN0126,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.055795+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0126
AUD_20260903104116056896,TXN0127,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.056896+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0127
AUD_20260903104116057983,TXN0128,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.057983+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0128
AUD_20260903104116059071,TXN0129,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.059071+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0129
AUD_20260903104116060520,TXN0130,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.060520+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0130
AUD_20260903104116061655,TXN0131,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.061655+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0131
AUD_20260903104116062736,TXN0132,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.062736+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0132
AUD_20260903104116063873,TXN0133,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.063873+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0133
AUD_20260903104116065134,TXN0134,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.065134+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0134
AUD_20260903104116066328,TXN0135,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.066328+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0135
AUD_20260903104116067563,TXN0136,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.067563+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0136
AUD_20260903104116068806,TXN0137,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.068806+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0137
AUD_20260903104116070015,TXN0138,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.070015+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0138
AUD_20260903104116071277,TXN0139,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.071277+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0139
AUD_20260903104116072515,TXN0140,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.072515+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0140
